cell_name,genes
Glial cells,ABLIM3;ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADAR;ADM;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;ANXA2R;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BAG1;BATF2;BCL2L14;BCL3;BLVRA;BST2;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC92;CCL19;CCL2;CCL4;CCL5;CCL8;CCNA1;CCND3;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CDKN1A;CEBPD;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CX3CL1;CXCL10;CXCL11;CXCL9;CYP1B1;CYTH1;DCP1A;DDIT4;DDX3X;DDX58;DDX60;DTX3L;DUSP5;EHD4;EIF3L;Endothelial cells CA4+ CD36+;Endothelial cells DARC+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCA;GCH1;GEM;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFNGR1;IFNLR1;IGFBP2;IL15;IL15RA;IL17RB;IL1RN;IL6ST;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGMN;LIPA;LPCAT1;LRG1;LY6E;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MTHFD2L;MVB12B;MX1;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF11;PHF15;PI4K2B;PIM3;PLIN2;PLSCR1;PMAIP1;PML;PMM2;PNPT1;PNRC1;PPM1K;PRKD2;PSMB8;PSMB9;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;VMP1;WHAMM;XAF1;ZBP1;ZNF385B
Inflammatory fibroblasts IL11+ CHI3L1+,ADAR;ANXA2R;B4GALT5;BCL3;BST2;CCND3;CDKN1A;CSRNP1;CX3CL1;CYTH1;DDIT4;DUSP5;EHD4;Endothelial cells DARC+;HLA-F;IFI44;IFIT3;IFNGR1;IGFBP2;LAP3;LIPA;LY6E;MX1;PIM3;PLSCR1;PSMB8;PSMB9;TAP1;XAF1
Lymphatics,ADAR;ANXA2R;ARHGEF3;B4GALT5;BCL3;BST2;C10orf10;C4orf32;CCND3;CD74;CD9;CDKN1A;CHMP5;CSRNP1;CX3CL1;CYTH1;DDIT4;DUSP5;EHD4;ELF1;Endothelial cells CD36+;Endothelial cells DARC+;Endothelial cells LTC4S+ SEMA3G+;GBP4;HEG1;HES4;HLA-A;HLA-B;HLA-C;HLA-E;HLA-F;IFI16;IFI27;IFI44;IFI44L;IFI6;IFIT3;IFITM2;IFITM3;IFNGR1;IGFBP2;ISG15;LAP3;LEPR;LIPA;LMO2;LY6E;MT1M;MT1X;MX1;NRN1;PIM3;PLSCR1;PSMB8;PSMB9;SOCS2;TAP1;THBD;TNFSF10;TXNIP;VAMP5;WARS;XAF1
Myofibroblasts GREM1+ GREM2+,ALDH1A1;C10orf10;C1S;CCDC109B;CD9;CES1;Endothelial cells LTC4S+ SEMA3G+;FAM46A;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;HES4;LEPR;LGALS3;Lymphatics;MARCKS;MT1G;MT1H;MT1M;MT1X;PDGFRL;RPL22;SERPING1;TIMP1;TNFSF13B
Myofibroblasts HHIP+ NPNT+,C10orf10;CD9;Endothelial cells LTC4S+ SEMA3G+;HES4;LEPR;MT1M;MT1X
Pericytes HIGD1B+ STEAP4+,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;ALDH1A1;ANGPTL1;ATF3;C1S;CCL2;CEBPD;CLEC2B;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts SFRP2+ SLPI+;GBP1;GEM;IL1R1;IL6ST;JUNB;LGALS3;MAFF;MARCKS;MCL1;NAMPT;PFKFB3;PNRC1;RARRES3;SCARB2;SERPING1;SPSB1;TIMP1;TNFAIP3;TNFAIP6;TNFSF13B;VMP1
Pericytes RERGL+ NTRK2+,ABLIM3;ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADAR;ADM;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;ANXA2R;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BAG1;BATF2;BCL2L14;BCL3;BLVRA;BST2;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC92;CCL19;CCL2;CCL4;CCL5;CCL8;CCNA1;CCND3;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CDKN1A;CEBPD;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CX3CL1;CXCL10;CXCL11;CXCL9;CYP1B1;CYTH1;DCP1A;DDIT4;DDX3X;DDX58;DDX60;DTX3L;DUSP5;EHD4;EIF3L;Endothelial cells CA4+ CD36+;Endothelial cells DARC+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCA;GCH1;GEM;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFNGR1;IFNLR1;IGFBP2;IL15;IL15RA;IL17RB;IL1RN;IL6ST;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGMN;LIPA;LPCAT1;LRG1;LY6E;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MTHFD2L;MVB12B;MX1;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF11;PHF15;PI4K2B;PIM3;PLIN2;PLSCR1;PMAIP1;PML;PMM2;PNPT1;PNRC1;PPM1K;PRKD2;PSMB8;PSMB9;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;VMP1;WHAMM;XAF1;ZBP1;ZNF385B
Stromal Cycling cells,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;ANGPTL1;ATF3;CCL2;CEBPD;Fibroblasts ADAMDEC1+;GBP1;GEM;IL6ST;JUNB;MAFF;MCL1;NAMPT;PFKFB3;PNRC1;RARRES3;SCARB2;SPSB1;TNFAIP3;TNFAIP6;VMP1
NA,ABLIM3;ABTB2;ACSL1;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATP10D;B2M;BAG1;BATF2;BCL2L14;BLVRA;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCDC92;CCL19;CCL4;CCL5;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CES1;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CTCFL;CXCL10;CXCL11;CXCL9;CYP1B1;DCP1A;DDX3X;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells CA4+ CD36+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP2;GBP3;GBP5;GCA;GCH1;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFIT1;IFIT2;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;KIAA0040;LAMP3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1G;MT1H;MTHFD2L;MVB12B;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PHF11;PHF15;PI4K2B;PLIN2;PMAIP1;PML;PMM2;PNPT1;PPM1K;PRKD2;PTMA;PUS1;PXK;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;WHAMM;ZBP1;ZNF385B
NA,ALDH1A1;C10orf10;C1S;CCDC109B;CD9;CES1;Endothelial cells LTC4S+ SEMA3G+;FAM46A;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;HES4;LEPR;LGALS3;Lymphatics;MARCKS;MT1G;MT1H;MT1M;MT1X;PDGFRL;RPL22;SERPING1;TIMP1;TNFSF13B
NA,CCDC109B;CES1;Fibroblasts KCNN3+ LY6H+;Lymphatics;MT1G;MT1H;PDGFRL;RPL22
NA,ABLIM3;ABTB2;ACSL1;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATP10D;B2M;BAG1;BATF2;BCL2L14;BLVRA;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCDC92;CCL19;CCL4;CCL5;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CES1;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CTCFL;CXCL10;CXCL11;CXCL9;CYP1B1;DCP1A;DDX3X;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells CA4+ CD36+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP2;GBP3;GBP5;GCA;GCH1;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFIT1;IFIT2;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;KIAA0040;LAMP3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1G;MT1H;MTHFD2L;MVB12B;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PHF11;PHF15;PI4K2B;PLIN2;PMAIP1;PML;PMM2;PNPT1;PPM1K;PRKD2;PTMA;PUS1;PXK;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;WHAMM;ZBP1;ZNF385B
NA,ABLIM3;ABTB2;ACSL1;Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADAR;ADM;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANGPTL1;ANKFY1;ANKRD22;ANXA2R;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATF3;ATP10D;B2M;B4GALT5;BAG1;BATF2;BCL2L14;BCL3;BLVRA;BST2;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC92;CCL19;CCL2;CCL4;CCL5;CCL8;CCNA1;CCND3;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CDKN1A;CEBPD;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CSRNP1;CTCFL;CX3CL1;CXCL10;CXCL11;CXCL9;CYP1B1;CYTH1;DCP1A;DDIT4;DDX3X;DDX58;DDX60;DTX3L;DUSP5;EHD4;EIF3L;Endothelial cells CA4+ CD36+;Endothelial cells DARC+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts ADAMDEC1+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP1;GBP2;GBP3;GBP5;GCA;GCH1;GEM;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-F;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFI44;IFIT1;IFIT2;IFIT3;IFIT5;IFNGR1;IFNLR1;IGFBP2;IL15;IL15RA;IL17RB;IL1RN;IL6ST;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;JUNB;KIAA0040;LAMP3;LAP3;LGMN;LIPA;LPCAT1;LRG1;LY6E;MAB21L2;MAFB;MAFF;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCL1;MCOLN2;MICB;MKX;MSR1;MT1F;MTHFD2L;MVB12B;MX1;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAMPT;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PFKFB3;PHF11;PHF15;PI4K2B;PIM3;PLIN2;PLSCR1;PMAIP1;PML;PMM2;PNPT1;PNRC1;PPM1K;PRKD2;PSMB8;PSMB9;PUS1;PXK;RARRES3;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCARB2;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPSB1;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP1;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFAIP3;TNFAIP6;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;VMP1;WHAMM;XAF1;ZBP1;ZNF385B
NA,ABLIM3;ABTB2;ACSL1;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATP10D;B2M;BAG1;BATF2;BCL2L14;BLVRA;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC92;CCL19;CCL4;CCL5;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CTCFL;CXCL10;CXCL11;CXCL9;CYP1B1;DCP1A;DDX3X;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells CA4+ CD36+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP2;GBP3;GBP5;GCA;GCH1;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFIT1;IFIT2;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;KIAA0040;LAMP3;LGMN;LPCAT1;LRG1;MAB21L2;MAFB;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MTHFD2L;MVB12B;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PHF11;PHF15;PI4K2B;PLIN2;PMAIP1;PML;PMM2;PNPT1;PPM1K;PRKD2;PUS1;PXK;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;WHAMM;ZBP1;ZNF385B
NA,Activated fibroblasts CCL19+ ADAMADEC1+;ADAMDEC1;ADM;ALDH1A1;ANGPTL1;ATF3;C1S;CCL2;CEBPD;CLEC2B;FAM46A;Fibroblasts ADAMDEC1+;Fibroblasts SFRP2+ SLPI+;GBP1;GEM;IL1R1;IL6ST;JUNB;LGALS3;MAFF;MARCKS;MCL1;NAMPT;PFKFB3;PNRC1;RARRES3;SCARB2;SERPING1;SPSB1;TIMP1;TNFAIP3;TNFAIP6;TNFSF13B;VMP1
NA,ALDH1A1;C10orf10;C1S;CCDC109B;CD9;CES1;Endothelial cells LTC4S+ SEMA3G+;FAM46A;Fibroblasts KCNN3+ LY6H+;Fibroblasts SFRP2+ SLPI+;HES4;LEPR;LGALS3;Lymphatics;MARCKS;MT1G;MT1H;MT1M;MT1X;PDGFRL;RPL22;SERPING1;TIMP1;TNFSF13B
NA,ALDH1A1;C1S;FAM46A;Fibroblasts SFRP2+ SLPI+;LGALS3;MARCKS;SERPING1;TIMP1;TNFSF13B
NA,ABLIM3;ABTB2;ACSL1;AHNAK2;AIM2;AKT3;ALYREF;AMPH;ANKFY1;ANKRD22;APOBEC3A;APOL1;APOL2;AQP9;ARG2;ARNTL;ATP10D;B2M;BAG1;BATF2;BCL2L14;BLVRA;BTN3A3;BUB1;C15orf48;C22orf28;C4orf33;C5orf27;C9orf91;CASP7;CCDC109B;CCDC92;CCL19;CCL4;CCL5;CCL8;CCNA1;CCR1;CD163;CD274;CD38;CD69;CD80;CDK17;CES1;CFB;CLEC4D;CLEC4E;CMAHP;COMMD3;CPT1A;CREB3L3;CRP;CRY1;CTCFL;CXCL10;CXCL11;CXCL9;CYP1B1;DCP1A;DDX3X;DDX58;DDX60;DTX3L;EIF3L;Endothelial cells CA4+ CD36+;ENPP1;EPSTI1;ERLIN1;ETV6;ETV7;EXT1;FAM134B;FCGR1A;FFAR2;Fibroblasts KCNN3+ LY6H+;Fibroblasts NPY+ SLITRK6+;Fibroblasts SMOC2+ PTGIS+;FKBP5;FNDC3B;FNDC4;FTSJD2;FUT4;FZD5;G6PC;GAK;GALNT2;GBA;GBP2;GBP3;GBP5;GCA;GCH1;GJA4;GK;Glial cells;GLRX;GPX2;GZMB;HELZ2;HERC6;HESX1;HLA-G;HSH2D;IDO1;IFI30;IFI35;IFIT1;IFIT2;IFIT5;IFNLR1;IL15;IL15RA;IL17RB;IL1RN;IMPA2;Inflammatory fibroblasts IL11+ CHI3L1+;IRF2;IRF7;IRF9;ISG20;JAK2;KIAA0040;LAMP3;LGMN;LPCAT1;LRG1;Lymphatics;MAB21L2;MAFB;MAP3K14;MAP3K5;MASTL;MAX;MB21D1;MCOLN2;MICB;MKX;MSR1;MT1F;MT1G;MT1H;MTHFD2L;MVB12B;MYD88;MYOF;Myofibroblasts GREM1+ GREM2+;Myofibroblasts HHIP+ NPNT+;NAPA;NCF1;NCOA3;NDC80;NEURL3;NFIL3;NMI;NOD2;NPAS2;NT5C3;OAS2;OAS3;OASL;ODC1;OGFR;OPTN;P2RY6;PADI2;PARP12;PARP9;PDGFRL;PDK1;Pericytes HIGD1B+ STEAP4+;Pericytes RERGL+ NTRK2+;PHF11;PHF15;PI4K2B;PLIN2;PMAIP1;PML;PMM2;PNPT1;PPM1K;PRKD2;PTMA;PUS1;PXK;RASSF4;RBCK1;RBM25;RGS1;RNASE4;RNF114;RNF19B;RNF213;RPL22;RTP4;S100A8;SAA1;SAMD4A;SAMHD1;SCO2;SECTM1;SERPINB9;SERPINE1;SIRPA;SLC15A3;SLC16A1;SLC1A1;SLC25A28;SLC25A30;SLFN5;SMAD3;SNN;SOCS1;SP110;SPATS2L;SPTLC2;ST3GAL4;STAP1;STARD5;STAT1;STEAP4;Stromal Cycling cells;SUN2;TAGAP;TAP2;TBX3;TCF7L2;TDRD7;TFEC;TLK2;TLR3;TMEM140;TMEM255A;TMEM51;TNFRSF10A;TRAFD1;TREX1;TRIM14;TRIM21;TRIM25;TRIM34;TRIM38;TRIM5;TYMP;UBE2L6;ULK4;UNC93B1;UPP2;USP18;VEGFC;WHAMM;ZBP1;ZNF385B
